===== perceiver-io-linstyle 학습 결과 =====

Epoch 1: Train Loss=6.8571, Test Loss=2.0801, Test Acc=0.2029
Epoch 2: Train Loss=2.0642, Test Loss=1.8209, Test Acc=0.3196
Epoch 3: Train Loss=1.6775, Test Loss=1.4444, Test Acc=0.4342
Epoch 4: Train Loss=1.3828, Test Loss=1.1892, Test Acc=0.5275
Epoch 5: Train Loss=1.2459, Test Loss=1.1044, Test Acc=0.5851
Epoch 6: Train Loss=1.1627, Test Loss=1.0225, Test Acc=0.6190
Epoch 7: Train Loss=1.0859, Test Loss=0.9586, Test Acc=0.6525
Epoch 8: Train Loss=0.9640, Test Loss=0.8679, Test Acc=0.6875
Epoch 9: Train Loss=0.9078, Test Loss=0.8476, Test Acc=0.6892
Epoch 10: Train Loss=0.8617, Test Loss=0.7874, Test Acc=0.7130
Epoch 11: Train Loss=0.8185, Test Loss=0.7591, Test Acc=0.7211
Epoch 12: Train Loss=0.7644, Test Loss=0.7436, Test Acc=0.7317
Epoch 13: Train Loss=0.7437, Test Loss=0.7142, Test Acc=0.7376
Epoch 14: Train Loss=0.7062, Test Loss=0.6575, Test Acc=0.7587
Epoch 15: Train Loss=0.6807, Test Loss=0.6456, Test Acc=0.7609
Epoch 16: Train Loss=0.6479, Test Loss=0.6330, Test Acc=0.7728
Epoch 17: Train Loss=0.6272, Test Loss=0.6063, Test Acc=0.7749
Epoch 18: Train Loss=0.6057, Test Loss=0.5817, Test Acc=0.7899
Epoch 19: Train Loss=0.5725, Test Loss=0.5634, Test Acc=0.7969
Epoch 20: Train Loss=0.5617, Test Loss=0.5691, Test Acc=0.7957
Epoch 21: Train Loss=0.5352, Test Loss=0.5267, Test Acc=0.8116
Epoch 22: Train Loss=0.5201, Test Loss=0.5165, Test Acc=0.8180
Epoch 23: Train Loss=0.4983, Test Loss=0.5100, Test Acc=0.8194
Epoch 24: Train Loss=0.4783, Test Loss=0.4901, Test Acc=0.8286
Epoch 25: Train Loss=0.4634, Test Loss=0.4808, Test Acc=0.8346
Epoch 26: Train Loss=0.4501, Test Loss=0.4805, Test Acc=0.8317
Epoch 27: Train Loss=0.4403, Test Loss=0.4573, Test Acc=0.8389
Epoch 28: Train Loss=0.4268, Test Loss=0.4519, Test Acc=0.8435
Epoch 29: Train Loss=0.4173, Test Loss=0.4462, Test Acc=0.8461
Epoch 30: Train Loss=0.4072, Test Loss=0.4404, Test Acc=0.8461

총 학습 시간 (초): 248.27
모델 크기 (MB): 1.21
