===== perceiver-io-linstyle 학습 결과 =====

Epoch 1: Train Loss=5.5321, Test Loss=2.1983, Test Acc=0.1928
Epoch 2: Train Loss=2.0157, Test Loss=1.8124, Test Acc=0.3155
Epoch 3: Train Loss=1.4776, Test Loss=1.3757, Test Acc=0.4835
Epoch 4: Train Loss=1.1794, Test Loss=1.0777, Test Acc=0.5784
Epoch 5: Train Loss=0.9848, Test Loss=0.8704, Test Acc=0.6676
Epoch 6: Train Loss=0.8475, Test Loss=0.7888, Test Acc=0.6974
Epoch 7: Train Loss=0.7739, Test Loss=0.7417, Test Acc=0.7315
Epoch 8: Train Loss=0.7238, Test Loss=0.6856, Test Acc=0.7510
Epoch 9: Train Loss=0.6748, Test Loss=0.6808, Test Acc=0.7666
Epoch 10: Train Loss=0.6400, Test Loss=0.6437, Test Acc=0.7749
Epoch 11: Train Loss=0.6182, Test Loss=0.5965, Test Acc=0.7889
Epoch 12: Train Loss=0.5887, Test Loss=0.5697, Test Acc=0.8008
Epoch 13: Train Loss=0.5576, Test Loss=0.5515, Test Acc=0.8087
Epoch 14: Train Loss=0.5365, Test Loss=0.5216, Test Acc=0.8161
Epoch 15: Train Loss=0.5113, Test Loss=0.5419, Test Acc=0.8170
Epoch 16: Train Loss=0.4949, Test Loss=0.5135, Test Acc=0.8221
Epoch 17: Train Loss=0.4768, Test Loss=0.5019, Test Acc=0.8292
Epoch 18: Train Loss=0.4622, Test Loss=0.4777, Test Acc=0.8309
Epoch 19: Train Loss=0.4514, Test Loss=0.4880, Test Acc=0.8355
Epoch 20: Train Loss=0.4393, Test Loss=0.4700, Test Acc=0.8372
Epoch 21: Train Loss=0.4295, Test Loss=0.4627, Test Acc=0.8402
Epoch 22: Train Loss=0.4223, Test Loss=0.4577, Test Acc=0.8416
Epoch 23: Train Loss=0.4104, Test Loss=0.4545, Test Acc=0.8465
Epoch 24: Train Loss=0.4012, Test Loss=0.4426, Test Acc=0.8482
Epoch 25: Train Loss=0.3923, Test Loss=0.4278, Test Acc=0.8533
Epoch 26: Train Loss=0.3837, Test Loss=0.4203, Test Acc=0.8543
Epoch 27: Train Loss=0.3762, Test Loss=0.4247, Test Acc=0.8566
Epoch 28: Train Loss=0.3687, Test Loss=0.4219, Test Acc=0.8538
Epoch 29: Train Loss=0.3609, Test Loss=0.4299, Test Acc=0.8588
Epoch 30: Train Loss=0.3543, Test Loss=0.4155, Test Acc=0.8644

총 학습 시간 (초): 308.58
모델 크기 (MB): 2.16
