===== perceiver-io-linstyle 학습 결과 =====

Epoch 1: Train Loss=3.9787, Test Loss=1.9157, Test Acc=0.2402
Epoch 2: Train Loss=1.8456, Test Loss=1.6087, Test Acc=0.3803
Epoch 3: Train Loss=1.6848, Test Loss=1.5265, Test Acc=0.4239
Epoch 4: Train Loss=1.4759, Test Loss=1.2336, Test Acc=0.5227
Epoch 5: Train Loss=1.1836, Test Loss=0.9955, Test Acc=0.6192
Epoch 6: Train Loss=1.0018, Test Loss=0.9139, Test Acc=0.6501
Epoch 7: Train Loss=0.9175, Test Loss=0.8434, Test Acc=0.6850
Epoch 8: Train Loss=0.8495, Test Loss=0.7800, Test Acc=0.7160
Epoch 9: Train Loss=0.7937, Test Loss=0.7583, Test Acc=0.7136
Epoch 10: Train Loss=0.7538, Test Loss=0.7019, Test Acc=0.7306
Epoch 11: Train Loss=0.7116, Test Loss=0.6930, Test Acc=0.7397
Epoch 12: Train Loss=0.6772, Test Loss=0.6798, Test Acc=0.7333
Epoch 13: Train Loss=0.6543, Test Loss=0.6368, Test Acc=0.7744
Epoch 14: Train Loss=0.6312, Test Loss=0.6034, Test Acc=0.7814
Epoch 15: Train Loss=0.6032, Test Loss=0.6122, Test Acc=0.7712
Epoch 16: Train Loss=0.5704, Test Loss=0.5694, Test Acc=0.7960
Epoch 17: Train Loss=0.5454, Test Loss=0.5568, Test Acc=0.8036
Epoch 18: Train Loss=0.5206, Test Loss=0.5194, Test Acc=0.8167
Epoch 19: Train Loss=0.5003, Test Loss=0.5194, Test Acc=0.8197
Epoch 20: Train Loss=0.4810, Test Loss=0.5181, Test Acc=0.8273
Epoch 21: Train Loss=0.4674, Test Loss=0.4850, Test Acc=0.8322
Epoch 22: Train Loss=0.4530, Test Loss=0.4941, Test Acc=0.8264
Epoch 23: Train Loss=0.4377, Test Loss=0.4718, Test Acc=0.8378
Epoch 24: Train Loss=0.4301, Test Loss=0.4441, Test Acc=0.8419
Epoch 25: Train Loss=0.4156, Test Loss=0.4462, Test Acc=0.8442
Epoch 26: Train Loss=0.4076, Test Loss=0.4330, Test Acc=0.8476
Epoch 27: Train Loss=0.3992, Test Loss=0.4309, Test Acc=0.8472
Epoch 28: Train Loss=0.3903, Test Loss=0.4277, Test Acc=0.8508
Epoch 29: Train Loss=0.3813, Test Loss=0.4173, Test Acc=0.8504
Epoch 30: Train Loss=0.3768, Test Loss=0.4112, Test Acc=0.8533

총 학습 시간 (초): 240.39
모델 크기 (MB): 1.21
