===== perceiver-io-linstyle 학습 결과 =====

Epoch 1: Train Loss=3.2308, Test Loss=2.1766, Test Acc=0.1913
Epoch 2: Train Loss=2.1012, Test Loss=1.6708, Test Acc=0.3566
Epoch 3: Train Loss=1.8413, Test Loss=1.5604, Test Acc=0.3985
Epoch 4: Train Loss=1.6078, Test Loss=1.3059, Test Acc=0.4948
Epoch 5: Train Loss=1.4191, Test Loss=1.2066, Test Acc=0.5361
Epoch 6: Train Loss=1.2479, Test Loss=1.0918, Test Acc=0.5665
Epoch 7: Train Loss=1.0682, Test Loss=0.9390, Test Acc=0.6341
Epoch 8: Train Loss=0.9833, Test Loss=0.8714, Test Acc=0.6502
Epoch 9: Train Loss=0.8840, Test Loss=0.9383, Test Acc=0.6413
Epoch 10: Train Loss=0.8651, Test Loss=0.8163, Test Acc=0.6783
Epoch 11: Train Loss=0.8327, Test Loss=0.8164, Test Acc=0.6921
Epoch 12: Train Loss=0.8154, Test Loss=0.7591, Test Acc=0.7091
Epoch 13: Train Loss=0.7836, Test Loss=0.7635, Test Acc=0.7086
Epoch 14: Train Loss=0.7584, Test Loss=0.7481, Test Acc=0.7082
Epoch 15: Train Loss=0.7412, Test Loss=0.7158, Test Acc=0.7288
Epoch 16: Train Loss=0.7246, Test Loss=0.6793, Test Acc=0.7449
Epoch 17: Train Loss=0.7100, Test Loss=0.6961, Test Acc=0.7366
Epoch 18: Train Loss=0.7009, Test Loss=0.6873, Test Acc=0.7417
Epoch 19: Train Loss=0.6842, Test Loss=0.6633, Test Acc=0.7587
Epoch 20: Train Loss=0.6700, Test Loss=0.6445, Test Acc=0.7611
Epoch 21: Train Loss=0.6503, Test Loss=0.6334, Test Acc=0.7593
Epoch 22: Train Loss=0.6451, Test Loss=0.6302, Test Acc=0.7647
Epoch 23: Train Loss=0.6386, Test Loss=0.6237, Test Acc=0.7691
Epoch 24: Train Loss=0.6341, Test Loss=0.5994, Test Acc=0.7807
Epoch 25: Train Loss=0.6112, Test Loss=0.5978, Test Acc=0.7788
Epoch 26: Train Loss=0.6039, Test Loss=0.5889, Test Acc=0.7822
Epoch 27: Train Loss=0.5885, Test Loss=0.5988, Test Acc=0.7909
Epoch 28: Train Loss=0.5812, Test Loss=0.5686, Test Acc=0.7927
Epoch 29: Train Loss=0.5658, Test Loss=0.5567, Test Acc=0.8068
Epoch 30: Train Loss=0.5567, Test Loss=0.5466, Test Acc=0.8087

총 학습 시간 (초): 323.68
모델 크기 (MB): 2.16
